name,rest_id,city,area,cuisine,cost_for_two,del_time,max_del_time,min_del_time,loc,disc_meta,disc_type,disc_op_type,fee,menu_link
Barbeque Nation,288804,1,Bellandur Sarjapur,"['North Indian', 'Mughlai', 'Seafood', 'Biryani', 'Desserts', 'Kebabs']",60000,52,52,52,Doddakannelli,30% off | Use SWIGGYIT,Percentage,RESTAURANT,4000,
Brothers Burger,248710,1,BTM,"['American', 'Fast Food', 'Snacks']",20000,52,52,52,BTM layout 1st stage,30% off | Use SWIGGYIT,Percentage,RESTAURANT,0,
Meghan's Kitchen,34135,1,Bellandur Sarjapur,"['Andhra', 'Beverages', 'Biryani', 'Chinese', 'North Indian', 'Seafood']",35000,52,52,52,Shreyas Arcade,20% off | Use SWIGGYIT,Percentage,RESTAURANT,6000,
Kullad Cafe,16197,1,BTM,"['North Indian', 'Cafe', 'Fast Food', 'Beverages']",15000,52,52,52,BTM 2nd Stage,20% off | Use SWIGGYIT,Percentage,RESTAURANT,0,
Vijayashree,33818,1,Arekere,"['Andhra', 'Biryani', 'Chinese', 'North Indian', 'South Indian']",20000,52,52,52,Hulimavu gate,,,,6000,
Vyanjan,253612,1,BTM,['North Indian'],22000,52,52,52,BTM,,,,6000,
Taste of malabar,133174,1,BTM,['Kerala'],23000,52,52,52,BTM Layout,,,,6000,
Polar Bear,239395,1,BTM,"['Desserts', 'Ice Cream']",30000,52,52,52,BTM,,,,6000,
Donne Biryani Mandi,227164,1,BTM,"['Biryani', 'Andhra', 'South Indian']",15000,53,53,53,BTM,50% off on orders above ₹99,Percentage,RESTAURANT,6000,
Tasty Indian Meals,318120,1,Electronic City,"['Indian', 'North Indian', 'Thalis']",25000,53,53,53,Electronic City,50% off | Use SWIGGYIT,Percentage,RESTAURANT,5000,
Chopstick,207569,1,Electronic City,['Chinese'],40000,53,53,53,Doddathoguru,50% off | Use SWIGGYIT,Percentage,RESTAURANT,0,
ICE HOUSE DESSERTS,173593,1,Bellandur Sarjapur,"['Desserts', 'Ice Cream', 'Beverages', 'Bakery']",20000,53,53,53,bellandur,50% off | Use SWIGGYIT,Percentage,RESTAURANT,5000,
U R Military Hotel,240901,1,BTM,"['Biryani', 'Andhra', 'South Indian', 'Combo', 'Kebabs', 'North Indian', 'Healthy Food']",10000,53,53,53,BTM,40% off on orders above ₹99,Percentage,RESTAURANT,6000,
The House of Rolls,292203,1,Bellandur Sarjapur,"['Fast Food', 'Snacks', 'Beverages']",30000,53,53,53,Bellandur,40% off | Use SWIGGYIT,Percentage,RESTAURANT,5000,
Hao Chi,262660,1,Bellandur Sarjapur,"['Asian', 'Chinese', 'Japanese', 'Pan-Asian', 'Thai', 'Desserts']",60000,53,53,53,Bellandur Sarjapur,40% off | Use SWIGGYIT,Percentage,RESTAURANT,5000,
Thalaivars Biryani,296693,1,Bellandur Sarjapur,"['Andhra', 'Biryani', 'Hyderabadi', 'South Indian', 'Indian']",30000,53,53,53,Bellandur Sarjapur,30% off | Use SWIGGYIT,Percentage,RESTAURANT,4000,
Swad Punjab da,151356,1,BTM,['Indian'],25000,53,53,53,BTM,30% off | Use SWIGGYIT,Percentage,RESTAURANT,0,
TFL's Kitchen,214643,1,Arekere,"['North Indian', 'Thalis']",20000,53,53,53,Bilekahalli,30% off | Use SWIGGYIT,Percentage,RESTAURANT,6000,
